GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
coverage-report/org.adempiere.base,org.idempiere.broadcast.process,TestBrodcastMessage,15,0,0,0,5,0,3,0,3,0
coverage-report/org.adempiere.base,org.idempiere.broadcast.process,ExpireBrodcastMessage,48,0,6,0,11,0,6,0,3,0
coverage-report/org.adempiere.base,org.idempiere.broadcast.process,PublishBrodcastMessage,11,0,0,0,4,0,3,0,3,0
coverage-report/org.adempiere.base,org.adempiere.base.markdown,MarkdownRendererImpl.new AttributeProviderFactory() {...},17,0,0,0,2,0,2,0,2,0
coverage-report/org.adempiere.base,org.adempiere.base.markdown,MarkdownRendererImpl,145,0,22,0,29,0,13,0,2,0
coverage-report/org.adempiere.base,org.adempiere.base.markdown,MarkdownRendererImpl.LinkAttributeProvider,102,0,30,0,19,0,17,0,2,0
coverage-report/org.adempiere.base,org.adempiere.base.markdown,IMarkdownRenderer,11,0,0,0,2,0,2,0,2,0
coverage-report/org.adempiere.base,org.adempiere.model,MFreightShipmentProcessor,364,0,18,0,64,0,14,0,5,0
coverage-report/org.adempiere.base,org.adempiere.model,POWrapper,321,0,48,0,79,0,33,0,9,0
coverage-report/org.adempiere.base,org.adempiere.model,ZoomInfoFactory.ZoomInfo,57,0,2,0,14,0,3,0,2,0
coverage-report/org.adempiere.base,org.adempiere.model,ZoomInfoFactory,115,0,16,0,23,0,11,0,3,0
coverage-report/org.adempiere.base,org.adempiere.model,MWizardProcess,60,0,2,0,13,0,5,0,4,0
coverage-report/org.adempiere.base,org.adempiere.model,GenericZoomProvider,715,0,72,0,185,0,41,0,5,0
coverage-report/org.adempiere.base,org.adempiere.model,MInfoProcess,111,0,8,0,26,0,14,0,10,0
coverage-report/org.adempiere.base,org.adempiere.model,ProductPriceValidator,231,0,34,0,60,0,24,0,7,0
coverage-report/org.adempiere.base,org.adempiere.model,ShippingPackage,38,0,0,0,16,0,11,0,11,0
coverage-report/org.adempiere.base,org.adempiere.model,MInfoRelated,93,0,6,0,24,0,12,0,9,0
coverage-report/org.adempiere.base,org.adempiere.model,MShipperFacade,257,0,28,0,49,0,35,0,21,0
coverage-report/org.adempiere.base,org.adempiere.model,DocActionDelegate,1263,0,188,0,301,0,134,0,40,0
coverage-report/org.adempiere.base,org.adempiere.model,GridTabWrapper,257,0,42,0,62,0,30,0,9,0
coverage-report/org.adempiere.base,org.adempiere.model,MWlistboxCustomization,250,0,26,0,47,0,20,0,7,0
coverage-report/org.adempiere.base,org.adempiere.model,MBroadcastMessage,293,0,44,0,72,0,38,0,16,0
coverage-report/org.adempiere.base,org.adempiere.model,MTabCustomization,128,0,8,0,26,0,11,0,7,0
coverage-report/org.adempiere.base,org.adempiere.model,MRelationType,789,0,70,0,208,0,59,0,24,0
coverage-report/org.adempiere.base,org.adempiere.model,GenericPO,276,0,4,0,55,0,36,0,34,0
coverage-report/org.adempiere.base,org.adempiere.model,PropertiesWrapper,9,0,0,0,4,0,1,0,1,0
coverage-report/org.adempiere.base,org.adempiere.model,CalloutInfoWindow,282,0,52,0,71,0,32,0,6,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_TreeNodeCMM,180,0,14,0,51,0,26,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_Table_Access,216,0,16,0,59,0,31,0,23,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_AccessLog,264,0,16,0,71,0,39,0,31,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_AlertRule,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_GL_Budget,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,GridTab.DataStatusEventRecord,9,0,0,0,1,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_TreeNodeCMC,180,0,14,0,51,0,26,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_Package_Imp,347,0,20,0,95,0,54,0,44,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_Ref_List,213,0,8,0,56,0,32,0,28,0
coverage-report/org.adempiere.base,org.compiere.model,I_S_TimeType,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_ShipperPackaging,232,0,18,0,64,0,33,0,24,0
coverage-report/org.adempiere.base,org.compiere.model,MPackageImp,32,0,0,0,10,0,5,0,5,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_WF_Node,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_GL_Budget,167,0,8,0,45,0,25,0,21,0
coverage-report/org.adempiere.base,org.compiere.model,AttachmentDBLazyDataSource,524,0,76,0,129,0,47,0,9,0
coverage-report/org.adempiere.base,org.compiere.model,I_R_IssueRecommendation,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_SMTP,245,0,14,0,68,0,38,0,31,0
coverage-report/org.adempiere.base,org.compiere.model,MRfQ,380,0,36,0,99,0,36,0,18,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_Field,1200,0,110,0,336,0,179,0,124,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_Schedule,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_A_Asset_Reval,450,0,38,0,130,0,69,0,50,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_MovementLineMA,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MPaymentAllocate,213,0,30,0,54,0,24,0,9,0
coverage-report/org.adempiere.base,org.compiere.model,MProjectLine,449,0,62,0,120,0,47,0,16,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_InOutLine,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MShipperPackaging,31,0,0,0,8,0,4,0,4,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_TableValRule,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_UserDef_Info,379,0,26,0,101,0,54,0,41,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_AttributeInstanceLine,164,0,10,0,46,0,24,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,AttachmentDBLOB,1000,0,108,0,226,0,65,0,11,0
coverage-report/org.adempiere.base,org.compiere.model,MAuthorizationProvider,18,0,0,0,6,0,3,0,3,0
coverage-report/org.adempiere.base,org.compiere.model,MCtxHelpMsg,335,0,40,0,82,0,34,0,14,0
coverage-report/org.adempiere.base,org.compiere.model,I_RV_BPartner,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_UserRemuneration,283,0,20,0,81,0,43,0,33,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_UserBPAccess,195,0,12,0,53,0,28,0,22,0
coverage-report/org.adempiere.base,org.compiere.model,MAssetGroupAcct,197,0,14,0,48,0,21,0,14,0
coverage-report/org.adempiere.base,org.compiere.model,X_I_ReportLine,523,0,42,0,144,0,78,0,57,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_CostHistory,473,0,44,0,139,0,71,0,49,0
coverage-report/org.adempiere.base,org.compiere.model,MValRule,150,0,8,0,37,0,19,0,15,0
coverage-report/org.adempiere.base,org.compiere.model,BatchUpdate.BatchUpdateException,5,0,0,0,2,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_RfQResponseLineQty,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_BOMAlternative,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_R_IssueKnown,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_FieldGroup,167,0,8,0,45,0,25,0,21,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_AcctProcessor,353,0,26,0,94,0,50,0,37,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_Process,584,0,40,0,159,0,88,0,68,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_Order,2409,0,250,0,664,0,342,0,217,0
coverage-report/org.adempiere.base,org.compiere.model,MProductCategory,392,0,48,0,106,0,43,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_ShipperCfg,306,0,24,0,85,0,46,0,34,0
coverage-report/org.adempiere.base,org.compiere.model,BatchInsert,596,0,104,0,164,0,61,0,9,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_LabelCategory,187,0,12,0,51,0,27,0,21,0
coverage-report/org.adempiere.base,org.compiere.model,MPriceListVersion,258,0,32,0,59,0,33,0,17,0
coverage-report/org.adempiere.base,org.compiere.model,X_A_Asset_Transfer,1016,0,82,0,284,0,149,0,108,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_DunningRunLine,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_InfoProcess,284,0,18,0,76,0,41,0,32,0
coverage-report/org.adempiere.base,org.compiere.model,I_A_Depreciation_Entry,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_LandedCostAllocation,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_U_POSTerminal,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_InfoColumn,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MOrderLandedCostAllocation,66,0,2,0,16,0,6,0,5,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_EntityType,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MDiscountSchemaBreak,171,0,26,0,46,0,23,0,10,0
coverage-report/org.adempiere.base,org.compiere.model,MDistributionRunDetail,264,0,18,0,67,0,19,0,10,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_Greeting,182,0,12,0,50,0,27,0,21,0
coverage-report/org.adempiere.base,org.compiere.model,MSalesRegion,153,0,22,0,40,0,25,0,14,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_Archive,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_S_TimeExpenseLine,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_TreeNodeCMT,180,0,14,0,51,0,26,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_TreeNodeCMS,180,0,14,0,51,0,26,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,I_PA_ReportSource,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MStatusLine,512,0,44,0,105,0,35,0,13,0
coverage-report/org.adempiere.base,org.compiere.model,MSession,561,0,60,0,154,0,59,0,29,0
coverage-report/org.adempiere.base,org.compiere.model,X_PA_DocumentStatus,745,0,66,0,196,0,101,0,68,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_LabelAssignment,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MRequisitionLine,474,0,64,0,109,0,54,0,22,0
coverage-report/org.adempiere.base,org.compiere.model,I_EXP_Processor,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MProjectPhase,456,0,42,0,115,0,33,0,12,0
coverage-report/org.adempiere.base,org.compiere.model,X_B_Topic,352,0,24,0,96,0,53,0,41,0
coverage-report/org.adempiere.base,org.compiere.model,MCashPlanLine,90,0,12,0,25,0,13,0,7,0
coverage-report/org.adempiere.base,org.compiere.model,MInvoicePaySchedule,357,0,32,0,92,0,29,0,13,0
coverage-report/org.adempiere.base,org.compiere.model,X_ASP_Workflow,184,0,12,0,50,0,26,0,20,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_ShipperPickupTypesCfg,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_GL_JournalBatch,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_Recurring_Run,340,0,28,0,90,0,46,0,32,0
coverage-report/org.adempiere.base,org.compiere.model,X_PA_GoalRestriction,353,0,28,0,92,0,48,0,34,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_MovementLine,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_Sequence_No,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MOnlineTrxHistory,18,0,0,0,6,0,3,0,3,0
coverage-report/org.adempiere.base,org.compiere.model,MCurrencyAcct,45,0,0,0,10,0,4,0,4,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_BP_Price,376,0,30,0,108,0,57,0,42,0
coverage-report/org.adempiere.base,org.compiere.model,X_GL_Category,189,0,8,0,51,0,29,0,25,0
coverage-report/org.adempiere.base,org.compiere.model,X_A_Asset_Change,1473,0,136,0,429,0,223,0,155,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_ModelValidator,182,0,6,0,49,0,28,0,25,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_BankTransfer,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MCost.QtyCost,31,0,0,0,9,0,2,0,2,0
coverage-report/org.adempiere.base,org.compiere.model,X_A_Depreciation_Forecast,256,0,20,0,70,0,37,0,27,0
coverage-report/org.adempiere.base,org.compiere.model,MDepreciationEntry.new TrxRunnable() {...},39,0,2,0,7,0,3,0,2,0
coverage-report/org.adempiere.base,org.compiere.model,MRefList,570,0,58,0,153,0,48,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,MProductionPlan,541,0,46,0,155,0,32,0,9,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_OrgInfo,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MRecordAccess,421,0,44,0,107,0,38,0,16,0
coverage-report/org.adempiere.base,org.compiere.model,MDiscountSchemaLine,55,0,4,0,20,0,10,0,8,0
coverage-report/org.adempiere.base,org.compiere.model,BatchDelete.BatchDeleteException,5,0,0,0,2,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MAssetAddition,2197,0,276,0,516,0,191,0,53,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_Tree,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_AcctSchema_Element,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MMovementLineConfirm,175,0,12,0,45,0,17,0,11,0
coverage-report/org.adempiere.base,org.compiere.model,I_S_ResourceAssignment,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_Replication_Run,195,0,12,0,52,0,28,0,22,0
coverage-report/org.adempiere.base,org.compiere.model,MAttributeSetExclude,38,0,0,0,13,0,6,0,6,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_LandedCost,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_StatusLineUsedIn,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MYear,374,0,32,0,97,0,28,0,12,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_TreeNode,180,0,14,0,51,0,26,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,MDepreciationConvention,219,0,14,0,56,0,22,0,15,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_TableAttributeSet,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_ReplicationTable,215,0,12,0,57,0,31,0,25,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_ChartDatasource,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_Table_ScriptValidator,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MLandedCostAllocation,170,0,8,0,53,0,14,0,10,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_DistributionListLine,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MRequestType,807,0,84,0,231,0,70,0,28,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_Role_OrgAccess,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_BankStatementLine,757,0,56,0,212,0,116,0,88,0
coverage-report/org.adempiere.base,org.compiere.model,I_T_DistributionRunDetail,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_AuthorizationProvider,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_JobCategory,141,0,4,0,37,0,21,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,X_CM_ChatUpdate,171,0,12,0,47,0,24,0,18,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_Field,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_TestUU,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_IMP_Processor,332,0,18,0,93,0,52,0,43,0
coverage-report/org.adempiere.base,org.compiere.model,I_I_GLJournal,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_RevenueRecog_Service,190,0,12,0,53,0,28,0,22,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_AddressTransaction,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MShippingTransaction,777,0,50,0,167,0,53,0,28,0
coverage-report/org.adempiere.base,org.compiere.model,MConversionRate,843,0,76,0,204,0,56,0,18,0
coverage-report/org.adempiere.base,org.compiere.model,X_R_ContactInterest,176,0,8,0,46,0,25,0,21,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_SMTP,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_EXP_ProcessorParameter,194,0,8,0,52,0,29,0,25,0
coverage-report/org.adempiere.base,org.compiere.model,I_A_Registration,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_Project_Acct,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MCostType,85,0,6,0,19,0,9,0,6,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_ModelGeneratorTemplate,166,0,4,0,45,0,26,0,24,0
coverage-report/org.adempiere.base,org.compiere.model,X_A_Asset_Delivery,392,0,20,0,104,0,59,0,49,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_Scheduler,478,0,38,0,127,0,68,0,49,0
coverage-report/org.adempiere.base,org.compiere.model,MQualityTest,47,0,0,0,14,0,4,0,4,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_DocBaseGroup,133,0,4,0,36,0,20,0,18,0
coverage-report/org.adempiere.base,org.compiere.model,MMailText,669,0,90,0,145,0,75,0,30,0
coverage-report/org.adempiere.base,org.compiere.model,MWarehouse,503,0,54,0,111,0,52,0,25,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_Window,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_PriceList,383,0,38,0,108,0,56,0,37,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_POSPayment,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MOrderTax,603,0,72,0,168,0,48,0,12,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_UOM_Conversion,255,0,20,0,70,0,36,0,26,0
coverage-report/org.adempiere.base,org.compiere.model,MPaymentTerm,801,0,120,0,171,0,78,0,18,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_LdapProcessor,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_ZoomCondition,252,0,14,0,68,0,37,0,30,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_ServiceLevelLine,208,0,14,0,58,0,31,0,24,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_Package_Exp_Detail,991,0,82,0,262,0,139,0,98,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_TreeNodeBP,180,0,14,0,51,0,26,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_ReplicationDocument,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MHierarchy,169,0,22,0,47,0,24,0,13,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_MatchInv,492,0,44,0,136,0,71,0,49,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_LocatorType,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,ModelValidationEngine,1814,0,268,0,429,0,155,0,21,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_TableAttribute,278,0,22,0,77,0,40,0,29,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_ShippingProcessor,183,0,8,0,49,0,27,0,23,0
coverage-report/org.adempiere.base,org.compiere.model,X_R_Group,219,0,12,0,57,0,31,0,25,0
coverage-report/org.adempiere.base,org.compiere.model,MRecentItem,847,0,94,0,177,0,72,0,25,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_BP_Withholding,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_QualityTestResult,255,0,20,0,70,0,38,0,28,0
coverage-report/org.adempiere.base,org.compiere.model,X_T_InventoryValue,558,0,54,0,166,0,84,0,57,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_PaymentTerm,497,0,46,0,148,0,78,0,55,0
coverage-report/org.adempiere.base,org.compiere.model,MFactAcct,264,0,14,0,46,0,16,0,9,0
coverage-report/org.adempiere.base,org.compiere.model,MColorSchema,322,0,52,0,85,0,45,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,MLotCtl,172,0,20,0,53,0,15,0,5,0
coverage-report/org.adempiere.base,org.compiere.model,I_ASP_Form,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_A_RegistrationAttribute,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MCostQueue,628,0,66,0,173,0,44,0,11,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_Tab_Customization,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MRevenueRecognitionPlan,349,0,36,0,84,0,23,0,5,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_ChangeRequest,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_Remuneration,239,0,14,0,70,0,38,0,31,0
coverage-report/org.adempiere.base,org.compiere.model,MCashLine,651,0,94,0,159,0,67,0,20,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_ProductionLine,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,GridTable,6022,0,1054,0,1442,0,641,0,114,0
coverage-report/org.adempiere.base,org.compiere.model,X_I_ElementValue,597,0,56,0,167,0,89,0,61,0
coverage-report/org.adempiere.base,org.compiere.model,MRequestProcessor,408,0,34,0,109,0,35,0,18,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_RfQ_TopicSubscriberOnly,232,0,16,0,61,0,32,0,24,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_BankAccount_Processor,771,0,98,0,225,0,120,0,71,0
coverage-report/org.adempiere.base,org.compiere.model,X_A_FundingMode_Acct,175,0,10,0,47,0,24,0,19,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_Bank,217,0,12,0,58,0,32,0,26,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_ReportView_Column,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_PaymentBatch,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MPasswordRule,625,0,80,0,143,0,49,0,9,0
coverage-report/org.adempiere.base,org.compiere.model,MAssetType.Callout,36,0,8,0,11,0,6,0,2,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_InfoWindow_Access,144,0,8,0,39,0,20,0,16,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_Withholding_Acct,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_EXP_Format,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,MClientInfo,323,0,28,0,83,0,34,0,20,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_TaxProviderCfg,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_Transaction,493,0,42,0,130,0,67,0,46,0
coverage-report/org.adempiere.base,org.compiere.model,MRegistrationAttribute,211,0,10,0,57,0,21,0,16,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_Task,255,0,16,0,69,0,37,0,29,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_AuthorizationCredential,213,0,8,0,56,0,32,0,28,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_AttachmentNote,203,0,12,0,54,0,29,0,23,0
coverage-report/org.adempiere.base,org.compiere.model,MRule,468,0,62,0,108,0,52,0,21,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_Attribute,602,0,54,0,169,0,90,0,63,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_RelatedProduct,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_ShippingTransactionLine,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_User_Roles,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_M_CostElement,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,I_B_Topic,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_BankStatementMatcher,160,0,6,0,43,0,24,0,21,0
coverage-report/org.adempiere.base,org.compiere.model,I_C_Phase,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_PrintFormat,682,0,64,0,185,0,96,0,64,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_POSKey,438,0,36,0,119,0,62,0,44,0
coverage-report/org.adempiere.base,org.compiere.model,MForecastLine,89,0,10,0,18,0,11,0,6,0
coverage-report/org.adempiere.base,org.compiere.model,X_AD_ImportTemplate,274,0,12,0,72,0,41,0,35,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_StorageProvider,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_RfQ_TopicSubscriber,282,0,20,0,74,0,39,0,29,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_Currency_Acct,145,0,8,0,39,0,20,0,16,0
coverage-report/org.adempiere.base,org.compiere.model,X_C_Job,206,0,12,0,55,0,30,0,24,0
coverage-report/org.adempiere.base,org.compiere.model,MUserDefThemeDetail,55,0,2,0,14,0,5,0,4,0
coverage-report/org.adempiere.base,org.compiere.model,I_B_BidComment,10,0,0,0,3,0,1,0,1,0
coverage-report/org.adempiere.base,org.compiere.model,X_M_FreightCategory,152,0,4,0,40,0,23,0,21,0
coverage-report/org.adempiere.base,org.compiere.model,X_R_RequestProcessor_Route,251,0,18,0,67,0,35,0,26,0
coverage-report/org.adempiere.base,org.compiere.model,I_AD_Session,10,0,0,0,3,0,1,0,1,0
